index_dec,index_hex,group,char,source
123,7b,confirmed,ゃ,vision
124,7c,confirmed,い,vision
125,7d,confirmed,る,vision
126,7e,confirmed,長,vision
127,7f,confirmed,程,vision
128,80,confirmed,も,vision
129,81,confirmed,あ,vision
130,82,confirmed,り,vision
131,83,confirmed,ょ,vision
132,84,confirmed,手,vision
133,85,confirmed,持,vision
134,86,confirmed,ち,vision
135,87,confirmed,剣,vision
136,88,confirmed,魔,vision
137,89,confirmed,力,vision
138,8a,confirmed,を,vision
139,8b,confirmed,高,vision
140,8c,confirmed,め,vision
141,8d,confirmed,っ,vision
142,8e,confirmed,え,vision
143,8f,confirmed,法,vision
144,90,confirmed,射,vision
145,91,confirmed,お,vision
146,92,confirmed,ま,vision
147,93,confirmed,と,vision
148,94,confirmed,強,vision
149,95,confirmed,ろ,vision
150,96,confirmed,か,vision
151,97,confirmed,Ｆ,vision
152,98,confirmed,－,vision
153,99,confirmed,し,vision
154,9a,confirmed,者,vision
155,9b,confirmed,わ,vision
156,9c,confirmed,れ,vision
157,9d,confirmed,光,vision
158,9e,confirmed,神,vision
159,9f,confirmed,聖,vision
160,a0,confirmed,修,vision
161,a1,confirmed,正,vision
162,a2,confirmed,効,vision
163,a3,confirmed,果,vision
164,a4,confirmed,美,vision
165,a5,confirmed,体,vision
166,a6,confirmed,く,vision
167,a7,confirmed,装,vision
168,a8,confirmed,備,vision
169,a9,confirmed,す,vision
170,aa,confirmed,‥,vision
171,ab,confirmed,Ｍ,vision
172,ac,confirmed,Ｖ,vision
173,ad,confirmed,解,vision
174,ae,confirmed,放,vision
175,af,confirmed,能,vision
176,b0,confirmed,上,vision
177,b1,confirmed,昇,vision
178,b2,confirmed,対,vision
179,b3,confirmed,極,vision
180,b4,confirmed,暗,vision
181,b5,confirmed,黒,vision
182,b6,confirmed,界,vision
183,b7,confirmed,接,vision
184,b8,confirmed,ん,vision
185,b9,confirmed,族,vision
186,ba,confirmed,召,vision
187,bb,confirmed,喚,vision
188,bc,confirmed,可,vision
189,bd,confirmed,木,vision
190,be,confirmed,作,vision
191,bf,confirmed,ら,vision
192,c0,confirmed,弓,vision
193,c1,confirmed,～,vision
194,c2,confirmed,は,vision
195,c3,confirmed,ひ,vision
196,c4,confirmed,け,vision
197,c5,confirmed,板,vision
198,c6,confirmed,型,vision
199,c7,confirmed,防,vision
200,c8,confirmed,御,vision
201,c9,confirmed,金,vision
202,ca,confirmed,属,vision
203,cb,confirmed,さ,vision
204,cc,confirmed,よ,vision
205,cd,confirmed,人,vision
206,ce,confirmed,じ,vision
207,cf,confirmed,ぶ,vision
208,d0,confirmed,ふ,vision
209,d1,confirmed,耐,vision
210,d2,confirmed,性,vision
211,d3,confirmed,こ,vision
212,d4,confirmed,守,vision
213,d5,confirmed,不,vision
214,d6,confirmed,思,vision
215,d7,confirmed,議,vision
216,d8,confirmed,石,vision
217,d9,confirmed,加,vision
218,da,confirmed,受,vision
219,db,confirmed,指,vision
220,dc,confirmed,揮,vision
221,dd,confirmed,範,vision
222,de,confirmed,囲,vision
223,df,confirmed,封,vision
224,e0,confirmed,ば,vision
225,e1,confirmed,そ,vision
226,e2,confirmed,早,vision
227,e3,confirmed,根,vision
228,e4,confirmed,部,vision
229,e5,confirmed,下,vision
230,e6,confirmed,含,vision
231,e7,confirmed,や,vision
232,e8,confirmed,ど,vision
233,e9,confirmed,ぎ,vision
234,ea,confirmed,秘,vision
235,eb,confirmed,「,vision
236,ec,confirmed,序,vision
237,ed,confirmed,章,vision
238,ee,confirmed,」,vision
239,ef,confirmed,だ,vision
240,f0,confirmed,一,vision
241,f1,confirmed,旅,vision
242,f2,confirmed,づ,vision
243,f3,confirmed,領,vision
244,f4,confirmed,村,vision
245,f5,confirmed,気,vision
246,f6,confirmed,多,vision
247,f7,confirmed,数,vision
248,f8,confirmed,日,vision
249,f9,confirmed,中,vision
250,fa,confirmed,顔,vision
251,fb,confirmed,見,vision
252,fc,confirmed,知,vision
253,fd,confirmed,術,vision
254,fe,confirmed,師,vision
255,ff,confirmed,少,vision
256,100,confirmed,年,vision
257,101,confirmed,昔,vision
258,102,confirmed,友,vision
259,103,confirmed,仲,vision
260,104,confirmed,宿,vision
261,105,confirmed,血,vision
262,106,confirmed,相,vision
263,107,confirmed,飛,vision
264,108,confirmed,び,vision
265,109,confirmed,外,vision
266,10a,confirmed,帝,vision
267,10b,confirmed,国,vision
268,10c,confirmed,騎,vision
269,10d,confirmed,士,vision
270,10e,confirmed,団,vision
271,10f,confirmed,攻,vision
272,110,confirmed,み,vision
273,111,confirmed,女,vision
274,112,confirmed,助,vision
275,113,confirmed,×,vision
276,114,confirmed,勝,vision
277,115,confirmed,利,vision
278,116,confirmed,条,vision
279,117,confirmed,件,vision
280,118,confirmed,撃,vision
281,119,confirmed,破,vision
282,11a,confirmed,敗,vision
283,11b,confirmed,北,vision
284,11c,confirmed,死,vision
285,11d,confirmed,亡,vision
286,11e,confirmed,右,vision
287,11f,confirmed,へ,vision
288,120,confirmed,逃,vision
289,121,confirmed,立,vision
290,122,confirmed,軍,vision
291,123,confirmed,無,vision
292,124,confirmed,事,vision
293,125,confirmed,出,vision
294,126,confirmed,達,vision
295,127,confirmed,主,vision
296,128,confirmed,彼,vision
297,129,confirmed,訪,vision
298,12a,confirmed,殿,vision
299,12b,confirmed,衛,vision
300,12c,confirmed,頼,vision
301,12d,confirmed,何,vision
302,12e,confirmed,目,vision
303,12f,confirmed,的,vision
304,130,confirmed,危,vision
305,131,confirmed,険,vision
306,132,confirmed,将,vision
307,133,confirmed,腕,vision
308,134,confirmed,隊,vision
309,135,confirmed,率,vision
310,136,confirmed,方,vision
311,137,confirmed,到,vision
312,138,confirmed,敵,vision
313,139,confirmed,全,vision
314,13a,confirmed,滅,vision
315,13b,confirmed,再,vision
316,13c,confirmed,包,vision
317,13d,confirmed,脱,vision
318,13e,confirmed,向,vision
319,13f,confirmed,山,vision
320,140,confirmed,急,vision
321,141,confirmed,弱,vision
322,142,confirmed,娘,vision
323,143,confirmed,追,vision
324,144,confirmed,振,vision
325,145,confirmed,切,vision
326,146,confirmed,ず,vision
327,147,confirmed,兵,vision
328,148,confirmed,前,vision
329,149,confirmed,戦,vision
330,14a,confirmed,謎,vision
331,14b,confirmed,退,vision
332,14c,confirmed,行,vision
333,14d,confirmed,着,vision
334,14e,confirmed,官,vision
335,14f,confirmed,総,vision
336,150,confirmed,本,vision
337,151,confirmed,有,vision
338,152,confirmed,名,vision
339,153,confirmed,込,vision
340,154,confirmed,竜,vision
341,155,confirmed,導,vision
342,156,confirmed,姿,vision
343,157,confirmed,司,vision
344,158,confirmed,祭,vision
345,159,confirmed,獣,vision
346,15a,confirmed,以,vision
347,15b,confirmed,傷,vision
348,15c,confirmed,激,vision
349,15d,confirmed,状,vision
350,15e,confirmed,態,vision
351,15f,confirmed,近,vision
352,160,confirmed,げ,vision
353,161,confirmed,害,vision
354,162,confirmed,新,vision
355,163,confirmed,聞,vision
356,164,confirmed,後,vision
357,165,confirmed,内,vision
358,166,confirmed,移,vision
359,167,confirmed,動,vision
360,168,confirmed,老,vision
361,169,confirmed,勇,vision
362,16a,confirmed,侵,vision
363,16b,confirmed,入,vision
364,16c,confirmed,重,vision
365,16d,confirmed,要,vision
366,16e,confirmed,物,vision
367,16f,confirmed,せ,vision
368,170,confirmed,恐,vision
369,171,confirmed,鋭,vision
370,172,confirmed,取,vision
371,173,confirmed,市,vision
372,174,confirmed,民,vision
373,175,confirmed,霊,vision
374,176,confirmed,復,vision
375,177,confirmed,活,vision
376,178,confirmed,合,vision
377,179,confirmed,流,vision
378,17a,confirmed,夜,vision
379,17b,confirmed,明,vision
380,17c,confirmed,辺,vision
381,17d,confirmed,閣,vision
382,17e,confirmed,昼,vision
383,17f,confirmed,闘,vision
384,180,confirmed,静,vision
385,181,confirmed,返,vision
386,182,confirmed,基,vision
387,183,confirmed,地,vision
388,184,confirmed,男,vision
389,185,confirmed,儀,vision
390,186,confirmed,式,vision
391,187,confirmed,邪,vision
392,188,confirmed,悪,vision
393,189,confirmed,配,vision
394,18a,confirmed,々,vision
395,18b,confirmed,安,vision
396,18c,confirmed,ね,vision
397,18d,confirmed,む,vision
398,18e,confirmed,味,vision
399,18f,confirmed,存,vision
400,190,confirmed,在,vision
401,191,confirmed,生,vision
402,192,confirmed,空,vision
403,193,confirmed,橘,vision
404,194,confirmed,完,vision
405,195,confirmed,武,vision
406,196,confirmed,青,vision
407,197,confirmed,城,vision
408,198,confirmed,報,vision
409,199,confirmed,告,vision
410,19a,confirmed,戻,vision
411,19b,confirmed,離,vision
412,19c,confirmed,道,vision
413,19d,confirmed,巨,vision
414,19e,confirmed,渡,vision
415,19f,confirmed,待,vision
416,1a0,confirmed,落,vision
417,1a1,confirmed,時,vision
418,1a2,confirmed,突,vision
419,1a3,confirmed,試,vision
420,1a4,confirmed,ざ,vision
421,1a5,confirmed,進,vision
422,1a6,confirmed,森,vision
423,1a7,confirmed,抜,vision
424,1a8,confirmed,開,vision
425,1a9,confirmed,土,vision
426,1aa,confirmed,瞬,vision
427,1ab,confirmed,猛,vision
428,1ac,confirmed,精,vision
429,1ad,confirmed,ぐ,vision
430,1ae,confirmed,繰,vision
431,1af,confirmed,広,vision
432,1b0,confirmed,Ｎ,vision
433,1b1,confirmed,Ｃ,vision
434,1b2,confirmed,川,vision
435,1b3,confirmed,話,vision
436,1b4,confirmed,必,vision
437,1b5,confirmed,分,vision
438,1b6,confirmed,野,vision
439,1b7,confirmed,望,vision
440,1b8,confirmed,阻,vision
441,1b9,confirmed,止,vision
442,1ba,confirmed,今,vision
443,1bb,confirmed,炎,vision
444,1bc,confirmed,案,vision
445,1bd,confirmed,同,vision
446,1be,confirmed,べ,vision
447,1bf,confirmed,百,vision
448,1c0,confirmed,言,vision
449,1c1,confirmed,参,vision
450,1c2,confirmed,謀,vision
451,1c3,confirmed,岩,vision
452,1c4,confirmed,場,vision
453,1c5,confirmed,所,vision
454,1c6,confirmed,隠,vision
455,1c7,confirmed,口,vision
456,1c8,confirmed,置,vision
457,1c9,confirmed,続,vision
458,1ca,confirmed,感,vision
459,1cb,confirmed,先,vision
460,1cc,confirmed,古,vision
461,1cd,confirmed,代,vision
462,1ce,confirmed,取,vision
463,1cf,confirmed,決,vision
464,1d0,confirmed,倒,vision
465,1d1,confirmed,現,vision
466,1d2,confirmed,専,vision
467,1d3,confirmed,去,vision
468,1d4,confirmed,輝,vision
469,1d5,confirmed,末,vision
470,1d6,confirmed,裔,vision
471,1d7,confirmed,治,vision
472,1d8,confirmed,伝,vision
473,1d9,confirmed,説,vision
474,1da,confirmed,化,vision
475,1db,confirmed,深,vision
476,1dc,confirmed,湖,vision
477,1dd,confirmed,底,vision
478,1de,confirmed,印,vision
479,1df,confirmed,納,vision
480,1e0,confirmed,幕,vision
481,1e1,confirmed,氷,vision
482,1e2,confirmed,救,vision
483,1e3,confirmed,残,vision
484,1e4,confirmed,最,vision
485,1e5,confirmed,短,vision
486,1e6,confirmed,距,vision
487,1e7,confirmed,河,vision
488,1e8,confirmed,徒,vision
489,1e9,confirmed,岸,vision
490,1ea,confirmed,況,vision
491,1eb,confirmed,他,vision
492,1ec,confirmed,探,vision
493,1ed,confirmed,余,vision
494,1ee,confirmed,裕,vision
495,1ef,confirmed,都,vision
496,1f0,confirmed,ぜ,vision
497,1f1,confirmed,王,vision
498,1f2,confirmed,難,vision
499,1f3,confirmed,造,vision
500,1f4,confirmed,陸,vision
501,1f5,confirmed,半,vision
502,1f6,confirmed,統,vision
503,1f7,confirmed,門,vision
504,1f8,confirmed,面,vision
505,1f9,confirmed,始,vision
506,1fa,confirmed,子,vision
507,1fb,confirmed,玉,vision
508,1fc,confirmed,座,vision
509,1fd,confirmed,度,vision
510,1fe,confirmed,器,vision
511,1ff,confirmed,語,vision
512,200,confirmed,笑,vision
513,201,confirmed,興,vision
514,202,confirmed,様,vision
515,203,confirmed,迎,vision
516,204,confirmed,繋,vision
517,205,confirmed,楽,vision
518,206,confirmed,当,vision
519,207,confirmed,操,vision
520,208,confirmed,走,vision
521,209,confirmed,港,vision
522,20a,confirmed,ゅ,vision
523,20b,confirmed,船,vision
524,20c,confirmed,準,vision
525,20d,confirmed,海,vision
526,20e,confirmed,峡,vision
527,20f,confirmed,業,vision
528,210,confirmed,ご,vision
529,211,confirmed,赤,vision
530,212,confirmed,染,vision
531,213,confirmed,成,vision
532,214,confirmed,功,vision
533,215,confirmed,順,vision
534,216,confirmed,調,vision
535,217,confirmed,挑,vision
536,218,confirmed,禁,vision
537,219,confirmed,断,vision
538,21a,confirmed,打,vision
539,21b,confirmed,脈,vision
540,21c,confirmed,混,vision
541,21d,confirmed,沌,vision
542,21e,confirmed,呪,vision
543,21f,confirmed,水,vision
544,220,confirmed,平,vision
545,221,confirmed,江,vision
546,222,confirmed,像,vision
547,223,confirmed,設,vision
548,224,confirmed,壇,vision
549,225,confirmed,桑,vision
550,226,confirmed,両,vision
551,227,confirmed,二,vision
552,228,confirmed,乙,vision
553,229,confirmed,文,vision
554,22a,confirmed,詠,vision
555,22b,confirmed,唱,vision
556,22c,confirmed,遵,vision
557,22d,confirmed,跡,vision
558,22e,confirmed,巫,vision
559,22f,confirmed,諸,vision
560,230,confirmed,元,vision
561,231,confirmed,携,vision
562,232,confirmed,捕,vision
563,233,confirmed,互,vision
564,234,confirmed,歩,vision
565,235,confirmed,ゆ,vision
566,236,confirmed,通,vision
567,237,confirmed,路,vision
568,238,confirmed,集,vision
569,239,confirmed,終,vision
570,23a,confirmed,壊,vision
571,23b,confirmed,瞳,vision
572,23c,confirmed,自,vision
573,23d,confirmed,信,vision
574,23e,confirmed,志,vision
575,23f,confirmed,満,vision
576,240,confirmed,千,vision
577,241,confirmed,符,vision
578,242,confirmed,肉,vision
579,243,confirmed,発,vision
580,244,confirmed,応,vision
581,245,confirmed,任,vision
582,246,confirmed,心,vision
583,247,confirmed,形,vision
584,248,confirmed,ぬ,vision
585,249,confirmed,熱,vision
586,24a,confirmed,小,vision
587,24b,confirmed,来,vision
588,24c,confirmed,予,vision
589,24d,confirmed,想,vision
590,24e,confirmed,速,vision
591,24f,confirmed,援,vision
592,250,confirmed,巣,vision
593,251,confirmed,住,vision
594,252,confirmed,ぞ,vision
595,253,confirmed,常,vision
596,254,confirmed,各,vision
597,255,confirmed,階,vision
598,256,confirmed,略,vision
599,257,confirmed,般,vision
600,258,confirmed,賊,vision
601,259,confirmed,警,vision
602,25a,confirmed,兄,vision
603,25b,confirmed,貴,vision
604,25c,confirmed,変,vision
605,25d,confirmed,ゃ,vision
606,25e,confirmed,考,vision
607,25f,confirmed,回,vision
608,260,confirmed,歯,vision
609,261,confirmed,願,vision
610,262,confirmed,私,vision
611,263,confirmed,好,vision
612,264,confirmed,帰,vision
613,265,confirmed,我,vision
614,266,confirmed,殺,vision
615,267,confirmed,務,vision
616,268,confirmed,真,vision
617,269,confirmed,似,vision
618,26a,confirmed,俺,vision
619,26b,confirmed,ゎ,vision
620,26c,confirmed,掃,vision
621,26d,confirmed,負,vision
622,26e,confirmed,闘,vision
623,26f,confirmed,陸,vision
624,270,confirmed,命,vision
625,271,confirmed,令,vision
626,272,confirmed,編,vision
627,273,confirmed,波,vision
628,274,confirmed,理,vision
629,275,confirmed,ぇ,vision
630,276,confirmed,申,vision
631,277,confirmed,営,vision
632,278,confirmed,抵,vision
633,279,confirmed,抗,vision
634,27a,confirmed,捨,vision
635,27b,confirmed,礼,vision
636,27c,confirmed,違,vision
637,27d,confirmed,陣,vision
638,27e,confirmed,悔,vision
639,27f,confirmed,痛,vision
640,280,confirmed,引,vision
641,281,confirmed,ぱ,vision
642,282,confirmed,意,vision
643,283,confirmed,了,vision
644,284,confirmed,暴,vision
645,285,confirmed,足,vision
646,286,confirmed,ぷ,vision
647,287,confirmed,失,vision
648,288,confirmed,撤,vision
649,289,confirmed,教,vision
650,28a,confirmed,良,vision
651,28b,confirmed,丈,vision
652,28c,confirmed,夫,vision
653,28d,confirmed,限,vision
654,28e,confirmed,初,vision
655,28f,confirmed,栄,vision
656,290,confirmed,夢,vision
657,291,confirmed,父,vision
658,292,confirmed,優,vision
659,293,confirmed,親,vision
660,294,confirmed,音,vision
661,295,confirmed,悲,vision
662,296,confirmed,仕,vision
663,297,confirmed,会,vision
664,298,confirmed,遠,vision
665,299,confirmed,機,vision
666,29a,confirmed,裏,vision
667,29b,confirmed,郎,vision
668,29c,confirmed,僕,vision
669,29d,confirmed,未,vision
670,29e,confirmed,熟,vision
671,29f,confirmed,討,vision
672,2a0,confirmed,荒,vision
673,2a1,confirmed,簡,vision
674,2a2,confirmed,単,vision
675,2a3,confirmed,息,vision
676,2a4,confirmed,実,vision
677,2a5,confirmed,偉,vision
678,2a6,confirmed,更,vision
679,2a7,confirmed,馬,vision
680,2a8,confirmed,細,vision
681,2a9,confirmed,工,vision
682,2aa,confirmed,頭,vision
683,2ab,confirmed,選,vision
684,2ac,confirmed,計,vision
685,2ad,confirmed,画,vision
686,2ae,confirmed,直,vision
687,2af,confirmed,送,vision
688,2b0,confirmed,念,vision
689,2b1,confirmed,怒,vision
690,2b2,confirmed,ば,vision
691,2b3,confirmed,次,vision
692,2b4,confirmed,福,vision
693,2b5,confirmed,声,vision
694,2b6,confirmed,供,vision
695,2b7,confirmed,ぽ,vision
696,2b8,confirmed,覚,vision
697,2b9,confirmed,品,vision
698,2ba,confirmed,忘,vision
699,2bb,confirmed,刃,vision
700,2bc,confirmed,町,vision
701,2bd,confirmed,結,vision
702,2be,confirmed,局,vision
703,2bf,confirmed,認,vision
704,2c0,confirmed,幸,vision
705,2c1,confirmed,運,vision
706,2c2,confirmed,Ｗ,vision
707,2c3,confirmed,Ｏ,vision
708,2c4,confirmed,油,vision
709,2c5,confirmed,Ｇ,vision
710,2c6,confirmed,Ｙ,vision
711,2c7,confirmed,食,vision
712,2c8,confirmed,Ｈ,vision
713,2c9,confirmed,街,vision
714,2ca,confirmed,関,vision
715,2cb,confirmed,書,vision
716,2cc,confirmed,別,vision
717,2cd,confirmed,世,vision
718,2ce,confirmed,久,vision
719,2cf,confirmed,葉,vision
720,2d0,confirmed,困,vision
721,2d1,confirmed,制,vision
722,2d2,confirmed,記,vision
723,2d3,confirmed,被,vision
724,2d4,confirmed,従,vision
725,2d5,confirmed,眠,vision
726,2d6,confirmed,姫,vision
727,2d7,confirmed,毎,vision
728,2d8,confirmed,然,vision
729,2d9,confirmed,資,vision
730,2da,confirmed,格,vision
731,2db,confirmed,絶,vision
732,2dc,confirmed,隊,vision
733,2dd,confirmed,左,vision
734,2de,confirmed,字,vision
735,2df,confirmed,誇,vision
736,2e0,confirmed,却,vision
737,2e1,confirmed,乗,vision
738,2e2,confirmed,勢,vision
739,2e3,confirmed,反,vision
740,2e4,confirmed,増,vision
741,2e5,confirmed,研,vision
742,2e6,confirmed,究,vision
743,2e7,confirmed,家,vision
744,2e8,confirmed,忠,vision
745,2e9,confirmed,Ｕ,vision
746,2ea,confirmed,散,vision
747,2eb,confirmed,弟,vision
748,2ec,confirmed,企,vision
749,2ed,confirmed,策,vision
750,2ee,confirmed,支,vision
751,2ef,confirmed,臭,vision
752,2f0,confirmed,転,vision
753,2f1,confirmed,滅,vision
754,2f2,confirmed,焼,vision
755,2f3,confirmed,火,vision
756,2f4,confirmed,乱,vision
757,2f5,confirmed,起,vision
758,2f6,confirmed,風,vision
759,2f7,confirmed,欲,vision
760,2f8,confirmed,得,vision
761,2f9,confirmed,覇,vision
762,2fa,confirmed,消,vision
763,2fb,confirmed,病,vision
764,2fc,confirmed,例,vision
765,2fd,confirmed,定,vision
766,2fe,confirmed,識,vision
767,2ff,confirmed,憤,vision
768,300,confirmed,争,vision
769,301,confirmed,歴,vision
770,302,confirmed,史,vision
771,303,confirmed,過,vision
772,304,confirmed,唯,vision
773,305,confirmed,怖,vision
774,306,confirmed,字,vision
775,307,confirmed,己,vision
776,308,confirmed,罪,vision
777,309,confirmed,義,vision
778,30a,confirmed,原,vision
779,30b,confirmed,和,vision
780,30c,confirmed,Ｋ,vision
781,30d,confirmed,Ｉ,vision
782,30e,confirmed,刻,vision
783,30f,confirmed,健,vision
784,310,confirmed,非,vision
785,311,confirmed,冷,vision
786,312,confirmed,逆,vision
787,313,confirmed,疲,vision
788,314,confirmed,算,vision
789,315,confirmed,異,vision
790,316,confirmed,創,vision
791,317,confirmed,姉,vision
792,318,confirmed,屋,vision
793,319,confirmed,質,vision
794,31a,confirmed,誓,vision
795,31b,confirmed,確,vision
796,31c,confirmed,影,vision
797,31d,confirmed,響,vision
798,31e,confirmed,閉,vision
799,31f,confirmed,承,vision
800,320,confirmed,圧,vision
801,321,confirmed,冒,vision
802,322,confirmed,買,vision
803,323,confirmed,愛,vision
804,324,confirmed,（,vision
805,325,confirmed,）,vision
806,326,confirmed,Ｅ,vision
807,327,confirmed,ぃ,vision
808,328,confirmed,ぅ,vision
809,329,confirmed,ぉ,vision
810,32a,confirmed,ぢ,vision
811,32b,confirmed,ぴ,vision
812,32c,confirmed,ぺ,vision
813,32d,confirmed,ヲ,vision
814,32e,confirmed,Ｂ,vision
815,32f,confirmed,Ｊ,vision
816,330,confirmed,Ｑ,vision
817,331,confirmed,Ｒ,vision
818,332,confirmed,Ｘ,vision
819,333,confirmed,Ｚ,vision
820,334,confirmed,政,vision
821,335,confirmed,塔,vision
822,336,confirmed,権,vision
823,337,confirmed,騒,vision
824,338,confirmed,善,vision
825,339,confirmed,驚,vision
826,33a,confirmed,四,vision
827,33b,confirmed,躍,vision
828,33c,confirmed,捜,vision
829,33d,confirmed,索,vision
830,33e,confirmed,英,vision
831,33f,confirmed,雄,vision
832,340,confirmed,孤,vision
833,341,confirmed,児,vision
834,342,confirmed,院,vision
835,343,confirmed,財,vision
836,344,confirmed,宝,vision
837,345,confirmed,奪,vision
838,346,confirmed,証,vision
839,347,confirmed,銀,vision
840,348,confirmed,景,vision
841,349,confirmed,色,vision
842,34a,confirmed,寸,vision
843,34b,confirmed,期,vision
844,34c,confirmed,婚,vision
845,34d,confirmed,勲,vision
846,34e,confirmed,富,vision
847,34f,confirmed,才,vision
848,350,confirmed,答,vision
849,351,confirmed,洞,vision
850,352,confirmed,察,vision
851,353,confirmed,校,vision
852,354,confirmed,展,vision
853,355,confirmed,位,vision
854,356,confirmed,働,vision
855,357,confirmed,因,vision
856,358,confirmed,燃,vision
857,359,confirmed,奇,vision
858,35a,confirmed,壮,vision
859,35b,confirmed,営,vision
860,35c,confirmed,販,vision
861,35d,confirmed,促,vision
862,35e,confirmed,売,vision
863,35f,confirmed,松,vision
864,360,confirmed,智,vision
865,361,confirmed,彦,vision
866,362,confirmed,暢,vision
867,363,confirmed,泰,vision
868,364,confirmed,鈴,vision
869,365,confirmed,田,vision
870,366,confirmed,慎,vision
871,367,confirmed,紀,vision
872,368,confirmed,塚,vision
873,369,confirmed,薮,vision
874,36a,confirmed,崎,vision
875,36b,confirmed,也,vision
876,36c,confirmed,渋,vision
877,36d,confirmed,谷,vision
878,36e,confirmed,佐,vision
879,36f,confirmed,藤,vision
880,370,confirmed,浩,vision
881,371,confirmed,俊,vision
882,372,confirmed,弘,vision
883,373,confirmed,宮,vision
884,374,confirmed,孝,vision
885,375,confirmed,雅,vision
886,376,confirmed,恭,vision
887,377,confirmed,肥,vision
888,378,confirmed,窪,vision
889,379,confirmed,剛,vision
890,37a,confirmed,春,vision
891,37b,confirmed,溝,vision
892,37c,confirmed,垂,vision
893,37d,confirmed,清,vision
894,37e,confirmed,徳,vision
895,37f,confirmed,表,vision
896,380,confirmed,示,vision
897,381,confirmed,択,vision
898,382,confirmed,療,vision
899,383,confirmed,費,vision
900,384,confirmed,刀,vision
901,385,confirmed,、,vision
902,386,confirmed,,blank
903,387,confirmed,厚,vision
904,388,confirmed,衣,vision
905,389,confirmed,軽,vision
